,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
0,3,76972,0,25,76950,0,908,3,0,0,0,0,0,0,347,195,40,598,6263,0,0,0,10913,0,437,0,172,2,292,131,0,9642,574,0,4,0,43,0,0,61,0,4,6,0,0,1,0,0,43,0,0,55,0,124,124,30722,25958,20295,301,15,0,0,2,0,0,0,360,181,1106,670,6433,0,0,0,11033,0,422,1,264,13,291,298,0,9619,5953,0,16,0,44,0,1,55,0,2,4,0,1,0,0,0,56,0,0,49,1,145,182,37515,21395,18065,59607,16436,828,0,104,0,67015,39001,7879,43997,32585,62874,144,13957,40115,32121,3667,929,143,32755,21353,19345,2763,759,2
1,19,79452,0,24,79447,0,770,0,0,0,0,0,0,0,405,921,94,394,8274,0,0,0,9288,0,236,0,151,4,170,133,0,7132,577,0,5,0,4,0,0,43,0,0,2,1,0,0,0,3,25,2,0,34,0,47,34,28683,32854,17934,160,12,1,0,1,0,2,0,388,1591,3997,515,8366,0,0,0,10076,1,228,0,203,18,199,351,0,7289,7363,0,5,0,4,0,0,54,2,0,28,0,0,0,0,0,12,1,0,30,1,48,77,41271,23647,14553,59656,19024,725,0,66,0,59775,33700,7162,50739,30294,61342,157,17972,45266,29414,3867,802,122,39916,17789,18136,2988,642,1
2,2,68559,0,22,68539,0,675,0,0,0,0,0,0,3,333,119,41,998,7372,0,0,0,9141,0,385,0,122,3,134,115,0,7771,384,0,10,2,8,0,0,59,0,9,1,0,0,0,2,0,46,1,0,44,0,154,34,27736,23784,17041,143,12,0,0,0,0,1,3,345,167,1179,1011,7685,1,1,0,9491,0,362,0,172,15,162,246,2,8027,7158,0,34,2,9,0,1,56,0,6,1,0,0,0,2,0,53,1,0,38,4,161,183,36672,17363,14526,50366,17504,617,0,74,0,58203,34757,7532,43136,29679,55261,125,13175,33658,29830,4035,898,140,28052,18421,18137,3239,711,2
3,3,64796,0,24,64775,0,899,0,0,0,0,0,0,0,324,61,29,1189,7397,0,0,0,7252,0,299,0,122,3,135,161,0,6551,538,0,4,2,11,0,0,44,0,1,6,1,0,0,0,0,17,2,0,23,0,33,101,25120,23587,16092,295,12,0,0,0,0,0,0,335,89,507,1230,7588,0,0,0,7415,13,306,0,221,28,140,265,0,6856,7234,0,6,2,11,1,0,53,0,0,6,3,0,0,1,0,9,1,0,23,0,30,149,33269,17935,13595,45115,18754,834,0,96,0,54426,28512,8083,35421,22826,53271,155,11373,37720,24911,1649,461,58,31787,17536,13776,1415,285,1
4,5,90312,0,22,90295,0,1379,0,0,0,0,0,0,0,305,195,40,1153,10434,0,0,0,11766,0,595,0,111,1,227,121,0,10530,358,0,4,0,4,0,0,82,0,11,5,1,2,1,0,0,6,0,0,58,1,162,76,37395,28800,24122,366,15,0,0,0,0,1,0,309,221,646,1198,10721,0,0,0,12028,1,553,1,187,10,208,418,0,10915,7161,0,16,0,8,0,0,91,22,5,6,0,1,1,0,0,6,0,0,79,4,168,123,45487,23766,21064,64688,24221,1297,0,111,1,79719,43032,7527,48442,35292,76674,136,13507,48432,35155,5218,1351,161,41130,23358,20598,4299,931,2
5,3,97613,0,30,97586,0,1275,0,0,0,0,0,0,13,135,223,45,734,9879,0,0,0,14958,0,641,0,143,4,369,119,0,9944,603,0,8,0,10,0,0,96,1,7,53,0,0,0,0,1,26,0,2,70,0,133,98,39318,31283,27015,410,15,0,0,2,38,0,13,134,290,1615,821,10336,1,0,0,15393,18,585,0,201,27,335,263,0,10133,7358,0,10,0,13,0,0,101,1,7,58,0,0,0,0,0,22,2,1,58,1,148,165,48717,24433,24466,71577,24737,1199,0,103,1,85939,48867,7457,54977,41601,81652,186,15778,49830,40020,5932,1624,210,41366,26399,22814,5779,1258,1
6,3,101731,0,24,101710,0,904,0,0,0,0,0,0,1,304,113,69,1790,13651,0,0,0,12268,0,596,0,138,4,232,158,0,11222,625,0,5,0,8,0,0,66,0,6,9,2,0,0,0,0,25,0,3,40,2,12,65,42253,33052,26429,309,13,0,0,0,0,0,1,314,164,1491,1940,14004,0,1,0,12266,0,564,0,192,13,240,302,0,11520,7436,0,16,0,11,0,0,83,1,7,6,0,0,0,0,0,39,0,3,47,1,14,126,51325,25263,25146,68953,31865,828,0,88,0,90037,47087,9302,54341,38610,83043,161,18530,55887,38502,5863,1304,178,45564,27046,23127,4934,1063,2
7,2,70142,0,33,70111,0,889,0,0,0,0,0,0,4,389,49,56,1006,8395,0,0,0,8209,0,441,0,196,29,291,125,0,6616,599,0,5,0,4,0,0,57,3,8,4,0,1,0,1,1,407,1,0,44,0,22,84,27449,24696,17999,321,18,0,0,0,0,0,4,394,82,991,998,8545,0,1,0,8182,0,410,0,274,52,287,340,0,6689,7328,0,7,0,4,1,1,53,3,7,4,0,1,0,1,0,207,1,0,33,0,23,115,35411,18750,15983,49564,19664,810,0,106,0,59783,31636,6518,37498,25985,57808,130,12206,40156,26370,2724,816,78,34039,18903,14438,2166,598,1
8,0,80989,0,23,80966,0,1302,0,0,0,0,0,0,0,361,301,47,5841,6133,0,0,0,9875,0,378,0,145,2,173,171,0,7585,616,0,4,0,7,0,0,60,1,0,4,1,0,0,0,0,38,0,1,65,0,102,118,33087,27947,19955,332,12,0,0,0,1,2,0,365,332,2322,5934,6367,0,0,0,9830,1,365,0,216,14,158,527,1,7560,7382,0,4,0,8,0,0,57,1,0,4,0,1,0,0,0,19,0,0,53,0,94,163,42187,21729,17073,64859,14792,1209,0,129,0,68961,38383,12424,51090,32263,63366,165,17458,43774,32771,3288,1072,84,32903,28677,15905,2868,636,2
9,2,68439,0,21,68420,0,952,0,0,0,0,0,0,0,351,114,48,796,8850,0,0,0,7998,0,370,0,133,1,133,124,0,6272,347,0,4,0,7,0,0,67,0,1,4,0,0,0,0,0,22,0,0,19,0,171,96,26649,25999,15793,326,13,0,0,0,0,2,0,369,152,875,900,9568,2,0,0,8116,1,353,0,225,16,138,314,0,6317,7106,0,4,0,8,0,0,61,1,1,4,0,0,0,0,0,12,0,0,20,2,173,122,35298,19755,13388,45776,21691,862,0,112,0,58124,28820,7028,34838,23202,57788,156,10497,40830,24935,2110,540,26,35738,16946,13711,1749,297,1
10,3,90010,0,26,89987,0,1113,0,0,0,0,0,0,11,355,151,45,948,9161,0,0,0,10453,0,622,0,152,4,309,131,0,9283,572,0,4,0,7,0,0,81,1,10,6,1,1,1,0,1,50,0,0,64,0,18,55,33500,31462,25051,331,26,4,4,4,40,7,15,363,3252,1608,981,9527,0,4,6,10319,4,603,4,221,31,302,394,4,9279,7376,4,9,4,13,5,4,87,6,5,15,6,5,0,4,4,61,4,4,57,4,28,122,45856,25656,18501,67482,21398,1014,0,119,0,71403,39488,7302,52405,31909,73439,183,16391,52793,31830,4045,1193,152,45194,21631,18835,3457,896,6
11,3,100961,0,27,100937,0,943,0,0,0,0,0,0,0,318,235,82,747,10734,0,0,0,14896,0,666,0,172,8,211,103,0,10485,528,0,6,0,29,0,0,91,0,2,0,0,1,0,1,2,22,0,0,49,0,395,56,40378,34773,25813,252,29,0,0,0,33,47,0,323,321,1772,790,11099,1,0,0,15108,0,630,0,246,23,234,287,0,10569,7284,0,12,0,31,0,0,90,0,2,4,0,1,0,1,1,14,0,0,54,1,401,103,49748,28299,22917,71964,28034,862,0,104,0,89241,48634,8826,55513,41614,81453,184,19327,54082,39195,5974,1523,190,42329,29196,22854,5303,1282,1
